Time,investor-capitalization-btc-24h
2011-10-05 00:00:00+00:00,28208703.63034454
2011-10-06 00:00:00+00:00,28171086.940846298
2011-10-07 00:00:00+00:00,28061873.19741888
2011-10-08 00:00:00+00:00,28008093.98703339
2011-10-09 00:00:00+00:00,27939719.793711133
2011-10-10 00:00:00+00:00,27907114.635663383
2011-10-11 00:00:00+00:00,27769108.1140642
2011-10-12 00:00:00+00:00,27685481.011797518
2011-10-13 00:00:00+00:00,27653200.949408896
2011-10-14 00:00:00+00:00,27589013.485759944
2011-10-15 00:00:00+00:00,27556352.20441503
2011-10-16 00:00:00+00:00,27514229.31329593
2011-10-17 00:00:00+00:00,27250520.408368263
2011-10-18 00:00:00+00:00,27111223.195421793
2011-10-19 00:00:00+00:00,26839633.53071177
2011-10-20 00:00:00+00:00,26793073.636815183
2011-10-21 00:00:00+00:00,26742557.51610457
2011-10-22 00:00:00+00:00,26682543.377561774
2011-10-23 00:00:00+00:00,26664003.801745683
2011-10-24 00:00:00+00:00,26615239.157252796
2011-10-25 00:00:00+00:00,26579414.003959205
2011-10-26 00:00:00+00:00,26432223.06434698
2011-10-27 00:00:00+00:00,26412901.055490807
2011-10-28 00:00:00+00:00,26428564.741018303
2011-10-29 00:00:00+00:00,26431205.58009622
2011-10-30 00:00:00+00:00,26426399.04185437
2011-10-31 00:00:00+00:00,26396132.779110365
2011-11-01 00:00:00+00:00,26370961.869144574
2011-11-02 00:00:00+00:00,26361082.617064007
2011-11-03 00:00:00+00:00,26277593.213287733
2011-11-04 00:00:00+00:00,26239923.415998135
2011-11-05 00:00:00+00:00,26215826.30112086
2011-11-06 00:00:00+00:00,26202734.044179182
2011-11-07 00:00:00+00:00,26183420.22386365
2011-11-08 00:00:00+00:00,26127041.896274734
2011-11-09 00:00:00+00:00,24839286.548064325
2011-11-10 00:00:00+00:00,24820118.628394946
2011-11-11 00:00:00+00:00,24774566.946034756
2011-11-12 00:00:00+00:00,24773099.456295393
2011-11-13 00:00:00+00:00,24762985.967053086
2011-11-14 00:00:00+00:00,24669636.247148007
2011-11-15 00:00:00+00:00,24634093.39162253
2011-11-16 00:00:00+00:00,21971769.017710887
2011-11-17 00:00:00+00:00,21859642.316389635
2011-11-18 00:00:00+00:00,21552280.100821946
2011-11-19 00:00:00+00:00,21473374.191978313
2011-11-20 00:00:00+00:00,21464524.33333272
2011-11-21 00:00:00+00:00,21423767.23184531
2011-11-22 00:00:00+00:00,21414910.554920536
2011-11-23 00:00:00+00:00,21334124.43577151
2011-11-24 00:00:00+00:00,21380869.413458038
2011-11-25 00:00:00+00:00,21441028.674296945
2011-11-26 00:00:00+00:00,21269662.702156477
2011-11-27 00:00:00+00:00,21255673.447630588
2011-11-28 00:00:00+00:00,20853469.079411913
2011-11-29 00:00:00+00:00,21008669.849682752
2011-11-30 00:00:00+00:00,21159142.492802188
2011-12-01 00:00:00+00:00,21167474.05336174
2011-12-02 00:00:00+00:00,21183606.824538823
2011-12-03 00:00:00+00:00,21019986.422559645
2011-12-04 00:00:00+00:00,21016961.812710408
2011-12-05 00:00:00+00:00,21005127.2322247
2011-12-06 00:00:00+00:00,21069146.19250779
2011-12-07 00:00:00+00:00,20840920.84257685
2011-12-08 00:00:00+00:00,20829534.159203745
2011-12-09 00:00:00+00:00,20852525.36524758
2011-12-10 00:00:00+00:00,20845985.30212199
2011-12-11 00:00:00+00:00,20929393.877395023
2011-12-12 00:00:00+00:00,20948451.433722395
2011-12-13 00:00:00+00:00,20947884.682881247
2011-12-14 00:00:00+00:00,20892041.735409983
2011-12-15 00:00:00+00:00,20896735.609294787
2011-12-16 00:00:00+00:00,20904655.852248028
2011-12-17 00:00:00+00:00,20902328.79707366
2011-12-18 00:00:00+00:00,20896207.0002746
2011-12-19 00:00:00+00:00,20954654.51478647
2011-12-20 00:00:00+00:00,21113245.039573155
2011-12-21 00:00:00+00:00,21162539.03439561
2011-12-22 00:00:00+00:00,21192945.272813164
2011-12-23 00:00:00+00:00,21232287.838351715
2011-12-24 00:00:00+00:00,21229969.567069568
2011-12-25 00:00:00+00:00,21217920.350134026
2011-12-26 00:00:00+00:00,21239666.943924386
2011-12-27 00:00:00+00:00,21257180.250343103
2011-12-28 00:00:00+00:00,21289310.0275667
2011-12-29 00:00:00+00:00,21295808.40138675
2011-12-30 00:00:00+00:00,21322180.03793214
2011-12-31 00:00:00+00:00,21376337.61812257
